stem,long,translation,n
kpch,kpch,kpch,36
kreuzfahrtbranch,kreuzfahrtbranche,cruise industry,36
kuntz,kuntz,kuntz forceps,36
lebensgeschicht,lebensgeschichte,lifeline exercise,36
leichtfried,leichtfried,rené leichtfried,36
lysekil,lysekil,lysekil,36
mckenni,mckennie,mckennie,36
meerschweinch,meerschweinchen,brazilian guinea pig,36
mehrheitsfah,mehrheitsfähig,majority,36
mendorf,mendorf,mendorf,36
menschenhandl,menschenhändler,human trafficking,36
millennium,millennium,millennium,36
milliardenzuschuss,milliardenzuschüsse,billions in grants,36
millionenpublikum,millionenpublikum,with a few clicks of the mouse,36
mineralressourc,mineralressource,mineral resource,36
mittelstandsanleih,mittelstandsanleihen,sme bonds,36
mobelherstell,möbelhersteller,qualified furniture-maker,36
modehandl,modehändler,online fashion retailers,36
muhammad,muhammad,muhammad ali,36
naganos,naganos,naganos,36
neuerkrankt,neuerkrankte,nij newly ill people in the age group i in the period j,36
othmar,othmar,othmar,36
paludan,paludan,paludan,36
passagierflugzeug,passagierflugzeug,passenger aircraft),36
polizeikraft,polizeikräfte,police forces,36
polizeischutz,polizeischutz,police protection,36
postulat,postulat,postulate,36
pradestiniert,prädestiniert,predestined,36
preem,preem,preem,36
preisgekront,preisgekrönt,award winning,36
programmi,programmi,programmi,36
qmbzfsje,qmbzfsje,qmbzfsje,36
quinyx,quinyx,quinyx,36
radlertyp,radlertyp,cyclist type,36
rahmenprogramm,rahmenprogramm,supporting programmes,36
rakhlei,rakhlei,rakhlei,36
retail,retail,retail,36
rettig,rettig,ken rettig,36
ruckpass,rückpass,back pass,36
sany,sany,sany flower,36
schwappt,schwappt,gastric acid spills over (4,36
spada,spada,spada,36
staad,staad,quality control at the staad site,36
stadtgart,stadtgarten,city garden,36
statik,statik,statics,36
stjernkvist,stjernkvist,stjernkvist,36
thibault,thibault,thibault susini,36
thorkild,thorkild,thorkild stokholm,36
thun,thun,thun,36
toell,toelle,toelle,36
tomsk,tomsk,tomsk,36
trudy,trudy,trudy,36
urlaubsart,urlaubsart,type of leave,36
vatikanstadt,vatikanstadt,vatican city,36
vertriebsschi,vertriebsschienen,distribution channels in food retailing,36
viererrund,viererrunde,quadruple,36
vladi,vladi,vladi,36
volljahr,volljährig,are not minors,36
vorfuhr,vorführe,so you want me to do it in spanish,36
wieghorst,wieghorst,wieghorst,36
wohlstandsverlust,wohlstandsverlust,in fact wealth was destroyed,36
zuliefererbetrieb,zuliefererbetrieb,worked for diehl comfort modules as a supplier,36
zuruckgemeldet,zurückgemeldet,reported back,36
zurucklasst,zurücklässt,leaves behind,36
aeschi,aeschi,aeschi,35
alberta,alberta,alberta,35
anmut,anmut,grace,35
arbeitsauftrag,arbeitsauftrag,work order,35
asylstatus,asylstatus,asylum status,35
ausbreitungsdynam,ausbreitungsdynamik,propagation dynamics,35
autobatteri,autobatterie,car battery,35
banki,bankier,banker,35
bansch,bänsch,bänsch,35
beata,beata,beata,35
behilf,behilfen,help,35
bekanntschaft,bekanntschaft,acquaintance,35
belfast,belfast,belfast,35
biometr,biometriker,biometrician,35
blockbust,blockbuster,blockbuster,35
budimir,budimir,budimir,35
bueno,bueno,bueno,35
burd,burde,bernd burde,35
carrero,carrero,david garcía carrero,35
cengiz,cengiz,cengiz,35
chefscout,chefscout,chief scout,35
commodi,commodi,asperiores commodi eos expedita maiores quaerat similique,35
consectetur,consectetur,consectetur,35
corrupti,corrupti,corrupti,35
cosmos,cosmos,cosmos,35
dachbod,dachboden,attic,35
dolorum,dolorum,dolorum,35
duck,dück,duck,35
dunkirk,dunkirk,"dunkirk, silt loam",35
eigenmitteln,eigenmitteln,own funds,35
elfmeterschiess,elfmeterschießen,penalty shoot-out,35
entmacht,entmachten,disempower,35
erfahrungsbericht,erfahrungsbericht,testimonial,35
falkenstein,falkenstein,falkenstein,35
frontmann,frontmann,frontman,35
gekeult,gekeult,culled,35
genzel,genzel,genzel,35
gesprachsangebot,gesprächsangebot,interview offer,35
gesundheitskompetenz,gesundheitskompetenz,health literacy,35
gesundheitspolizei,gesundheitspolizeiliche,sanitary,35
gondel,gondel,gondola,35
goransson,göransson,göransson,35
grundarchitektur,grundarchitektur,basic architecture,35
gunthardt,günthardt,günthardt,35
hauptherkunftsland,hauptherkunftsländern,employees subject to social security contributions by main country of origin,35
hauptkassi,hauptkassierer,chief cashier,35
heathrow,heathrow,heathrow,35
herzblut,herzblut,heart and soul,35
hibbel,hibbeler,jitterier,35
hinausgezogert,hinausgezögert,delayed,35
honoriert,honoriert,honored,35
illum,illum,illum,35
interieur,interieur,interior,35
jahrt,jährt,year,35
kinogangerin,kinogängerin,moviegoer,35
klitzeklein,klitzekleine,tiny,35
konjunkturinstitut,konjunkturinstitut,economic institute,35
kramarić,kramarić,kramarić,35
krosch,krösche,crook,35
kutschera,kutschera,coachera,35
laim,laim,laim,35
latza,latza,latza,35
lehrling,lehrling,apprenticeship,35
leinwandfreund,leinwandfreund,canvas friend,35
lëtzebuerg,lëtzebuerg,lëtzebuerg,35
mamma,mamma,breasts,35
mergentheim,mergentheim,bad mergentheim,35
moldova,moldova,moldova,35
nachtzug,nachtzug,overnight train,35
nant,nantes,nantes,35
navarro,navarro,navarro,35
nemo,nemo,nemo,35
neugi,neugier,curiosity,35
nidwald,nidwalden,nidwalden,35
nino,nino,nino,35
ostrog,östrogen,estrogen,35
pasalic,pasalic,pasalic,35
passagiermaschin,passagiermaschine,auch der absturz einer passagiermaschine gehört dazu,35
pettersson,pettersson,pettersson,35
plastiksteu,plastiksteuer,plastic tax,35
projektleit,projektleitenden,project manager,35
ranst,ranst,rushes,35
regatta,regatta,regatta,35
reisewarnstuf,reisewarnstufe,travel warning level,35
repariert,repariert,personnel,35
restrisiko,restrisiko,residual risk,35
reykjavík,reykjavík,reykjavík,35
rocky,rocky,rocky,35
saisonalitat,saisonalität,seasonality,35
salzberg,salzberger,"salzberger, regensburg",35
schengenland,schengenländer,schengen countries,35
schleich,schleiche,sneak,35
sechsfach,sechsfach,sixfold  document,35
selbstgefall,selbstgefällig,complacent,35
senkrechtrecht,senkrechtrechter,more vertical,35
sicherheitsgurt,sicherheitsgurt,safety belt,35
sicherheitstechn,sicherheitstechnik,safety technology,35
skandinavienkrimis,skandinavienkrimis,scandinavian crime novels,35
sondersituation,sondersituation,special situation,35
stampfli,stämpfli,m. stämpfli,35
stankovic,stankovic,stankovic,35
steirisch,steirische,steirische harmonika,35
stilist,stilistisch,stylistically diverse,35
suchbegriff,suchbegriff,search term,35
sudhess,südhessen,south hesse,35
transferleist,transferleistungen,transfer services provided,35
translat,translate,translate,35
umweltaktivistin,umweltaktivistin,environmental activist,35
unschluss,unschlüssig,undecided,35
usam,usam,usam,35
verwohnt,verwöhnt,spoiled,35
waterloo,waterloo,waterloo,35
weltgescheh,weltgeschehen,world events,35
xfjuf,xfjuf,xfjuf,35
zahlungskraft,zahlungskräftig,solvent,35
zeitangab,zeitangabe,time indication,35
zukunftspotenzial,zukunftspotenzial,expansion and future development potential,35
abkauf,abkaufen,buy,34
achtkopf,achtköpfige,eight-headed,34
animi,animi,animi,34
anschloss,anschloss,connected,34
ansteckungsris,ansteckungsrisiken,contagion risks,34
antidepressivum,antidepressivum,antidepressants,34
arbeiterbeweg,arbeiterbewegung,labour movement,34
armutsbekampf,armutsbekämpfung,poverty eradication,34
avila,avila,avila,34
beermann,beermann,rose beermann,34
bernstein,bernstein,amber,34
bluht,blüht,blooms,34
boleslav,boleslav,mladá boleslav,34
caixin,caixin,the caixin index showed similar trends,34
chili,chili,chili,34
coronabeding,coronabedingen,corona-related,34
ctek,ctek,ctek mxs 5.0,34
czichos,czichos,"<g id=""1"">czichos, il, </g><bx id=""2""/>dr",34
dauerzustand,dauerzustand,indicator is in solid on condition,34
davontragt,davonträgt,what if my beautiful skin is scarred,34
dazugestoss,dazugestossen,2020 has seen biogen become a new distribution partner of,34
denzel,denzel,"denzel, ulrich",34
diametral,diametral,diametrically,34
drift,drift,drift,34
drittbetroffen,drittbetroffenste,third most affected,34
durchschnittseinkomm,durchschnittseinkommen,average income,34
einbeck,einbeck,einbeck,34
eingesteht,eingesteht,he sees it even before she admits it to herself,34
einschob,einschob,inserted,34
energiekonz,energiekonzern,enel's strongest energy group in europe,34
exosom,exosome,exosomes,34
feldham,feldhamster,european hamster,34
fiaskos,fiaskos,fiasco,34
figuriert,figuriert,figurate,34
filmstudios,filmstudios,digital/film studios,34
flaxman,flaxman,flaxman,34
fogd,fogde,fogde,34
frod,frode,frode,34
frontlin,frontline,frontline,34
fugit,fugit,patrick fugit,34
fussballverruckt,fußballverrückt,football crazy,34
gebastelt,gebastelt,tinkered,34
geheimfavorit,geheimfavorit,secret favorite,34
generier,generierenden,generating,34
gerlach,gerlach,mr gerlach,34
gescheit,gescheit,clever,34
grippeimpfstoff,grippeimpfstoff,influenza vaccine,34
gutt,gutt,good,34
haidara,haidara,haidara,34
hamrén,hamrén,hamrén,34
hantavirus,hantavirus,hantavirus,34
impffrag,impffragen,you are sent to vaccine court,34
inselkamm,inselkammer,platzl hotel inselkammer kg,34
inventor,inventor,inventor,34
jahresfrist,jahresfrist,year period,34
jugendzeit,jugendzeit,adolescence,34
jurys,jurys,juries,34
kalteschau,kälteschauer,chill,34
klimademonstration,klimademonstration,climate demonstration,34
kollaritsch,kollaritsch,kollaritsch,34
komfortzon,komfortzone,comfort zone,34
konkretisi,konkretisieren,concretize,34
kontrabass,kontrabass,double bass,34
krisengesprach,krisengespräch,crisis talk,34
kurzum,kurzum,in short,34
kuttel,kuttel,tripe,34
lindberg,lindberg,lindberg,34
liselott,liselotte,liselotte trail,34
markterwart,markterwartung,market expectation,34
matthaus,matthäus,matthew,34
mediengesprach,mediengespräch,"communication
tactics for the media interview",34
michelmann,michelmann,michelmann,34
mixtur,mixtur,mixture,34
mobbingopf,mobbingopfer,"born without limbs, the australian used to be a victim of bullying",34
mortalitatszahl,mortalitätszahl,mortality number,34
muntau,muntau,ania c. muntau,34
musikvideos,musikvideos,music videos,34
naturschutzgebiet,naturschutzgebiet,zone naturelle protégée,34
neujahrsfeiertag,neujahrsfeiertage,new year holidays,34
oofo,oofo,oofo,34
opiniontrain,opiniontrain,opiniontrain,34
optio,optio,optio,34
ostersund,östersund,östersund,34
outfit,outfit,outfit,34
ozan,ozan,ozan yildirim,34
partnership,partnership,partnership,34
personenwag,personenwagen,passenger car,34
peugeot,peugeot,peugeot (6,34
pfaffenbach,pfaffenbach,mr stefan pfaffenbach,34
piendl,piendl,piendl,34
quadbeck,quadbeck,eva quadbeck will be moderating again,34
rafal,rafal,rafal skrzypczak,34
raubti,raubtier,the sexual predator,34
reisch,reisch,reisch,34
riesenhit,riesenhit,a major hit,34
riesentorlauf,riesentorlauf,giant slalom,34
rockig,rockig,very rock,34
sabro,sabroe,sabroe,34
sagend,sägend,sawing,34
scandinavian,scandinavian,from scandinavian hub,34
schwenning,schwenningen,schwenningen,34
siedelt,siedelt,settled either to auc or,34
sigmund,sigmund,whatsoever you,34
slop,slope,slope,34
souza,souza,souza,34
sporad,sporadisch,sporadic,34
sportschau,sportschau,"<g id=""1"">ard / sportschau</g><g id=""2""> (entertainment)</g>",34
staatsanwaltin,staatsanwältin,public prosecutor,34
stettbach,stettbacher,stettbacher,34
tall,taller,taller,34
tobacco,tobacco,fine tobacco,34
trainerin,trainerin,coach,34
unterkunftsbestat,unterkunftsbestätigung,accommodation confirmation,34
untermalt,untermalt,underlined,34
verhandlungsbereitschaft,verhandlungsbereitschaft,willingness to negotiate,34
verhandlungsgrundlag,verhandlungsgrundlage,basis for negotiation,34
verkehrsbehinder,verkehrsbehinderungen,traffic jam,34
vervielfacht,vervielfacht,wcm multiplies rental income and ffo,34
vesteda,vesteda,vesteda,34
vorst,vorst,input tax,34
wayúu,wayúu,wayuu people,34
wintersportgebiet,wintersportgebiet,ski resort,34
wirtschaftseth,wirtschaftsethik,business ethics,34
wurz,würz,würz rn,34
zehnergrupp,zehnergruppen,divide students into groups of ten,34
zubereit,zubereiten,to prepare,34
zusammenzustell,zusammenzustellen,take-off all quantities,34
zweitrundenduell,zweitrundenduell,second round duel,34
abstiegskampf,abstiegskampf,relegation battle,33
akkord,akkord,chord,33
akws,akws,akws,33
alstria,alstria,alstria bamlerstrasse gp ltd,33
anfing,anfing,in the past,33
angelteich,angelteichen,fish,33
ankling,anklingen,echo,33
atqu,atque,vocatus atque non vocatus deus aderit,33
augengenau,augengenauigkeit,eye accuracy,33
bancomat,bancomat,atm,33
bastei,bastei,bastion,33
beitritt,beitritt,accession,33
bieri,bieri,"<g id=""2"">bieri</g> <g id=""3"">1997</g>",33
bleich,bleich,pale,33
bmmfn,bmmfn,bmmfn,33
borsenhandel,börsenhandel,exchange trading,33
bubbl,bubble,bubble,33
caffi,caffier,caffier,33
castelein,castelein,castelein,33
coronakredit,coronakrediten,corona loans,33
dichterinn,dichterinnen,poets,33
distinctio,distinctio,distinctio,33
dominick,dominick,dominick,33
dragque,dragqueen,drag queen,33
ehizibu,ehizibue,ehizibue,33
eichhornch,eichhörnchen,squirrel,33
energiesektor,energiesektor,energy industry,33
engelbertstrass,engelbertstraße,engelbertstrasse,33
enigmat,enigmatischem,enigmatic,33
erstinfektion,erstinfektion,prior infection,33
ertug,ertug,tolerated,33
etappenerfolg,etappenerfolg,stage success,33
everton,everton,everton,33
explorationsziel,explorationsziel,exploration target,33
extremsituation,extremsituation,extreme situation,33
fichtelgebirg,fichtelgebirge,fichtelgebirge,33
filmstar,filmstar,pop icon,33
fluoxetin,fluoxetin,fluoxetine,33
fortzufuhr,fortzuführen,and to regularly update it,33
fotostreck,fotostrecke,photo gallery,33
freitagsbrief,freitagsbrief,friday letter,33
friedenskett,friedenskette,peace chain,33
gehirnareal,gehirnareal,brain area,33
geldtransf,geldtransfer,money transfer,33
genesungszeit,genesungszeit,recovery time,33
geradlin,geradlinig,straightforward,33
geschaftsbericht,geschäftsbericht,business report,33
gesichtsschild,gesichtsschild,shield,33
gewinnabfuhrungsvertrag,gewinnabführungsvertrag,profit transfer agreement,33
glod,glod,glod,33
goldbarr,goldbarren,gold bullion,33
gomez,gomez,jose gomez,33
gora,gora,gora,33
handicap,handicap,disability,33
hankon,hankonen,hankonen,33
hartg,hartges,hartges,33
heimweh,heimweh,homesick,33
hella,hella,hella,33
heppenheim,heppenheim,heppenheim,33
heraufbeschwor,heraufbeschwor,conjured up,33
hildebrand,hildebrand,anja hildebrand,33
høie,høie,l a r s  h ø i e,33
holzhaus,holzhaus,wooden-cottage,33
hunn,hunn,hunn,33
hupfend,hüpfenden,the flak cannon shoots a volley of bouncing bullets,33
hygstedt,hygstedt,hygstedt,33
illo,illo,illo,33
insurtech,insurtech,insurtech platforms,33
invertiert,invertierte,inverted stamp file,33
italexit,italexit,italexit,33
karsamstag,karsamstag,holy saturday,33
kleinstaat,kleinstaat,small state,33
klimawandelanspiel,klimawandelanspielung,climate change allusion,33
knaus,knaus,knaus,33
konsumklima,konsumklima,eu consumption climate at the nine-year level,33
leinwandgescheh,leinwandgeschehen,on the big screen,33
lengwil,lengwiler,lengwiler,33
lichtenfel,lichtenfels,lichtenfels,33
llen,llen,all kinds of motors,33
luftfilt,luftfilter,air filter,33
mailab,mailab,mailab,33
marott,marotte,conqueror's whim,33
matthys,matthys,matthys,33
meduni,meduni,"<g id=""4"">lehrkrankenhaus </g><g id=""5"">meduni wien</g>",33
melz,melzer,mathias melzer,33
mikrobiologin,mikrobiologin,microbiologist,33
multiinstrumentalist,multiinstrumentalist,multi-instrumentalist,33
musikgeschicht,musikgeschichte,music history,33
muskel,muskel,muscle,33
nachgelegt,nachgelegt,refilled,33
nebenheld,nebenheld,side hero,33
nostrum,nostrum,aquarium mare nostrum,33
omniprasent,omnipräsent,death is omnipresent,33
paok,paok,paok,33
partizan,partizan,partizan,33
passwort,passwort,passwort,33
pauk,pauk,bang,33
peixoto,peixoto,oliveira peixoto rafael,33
petersson,petersson,petersson,33
pistolenkugeln,pistolenkugeln,pistol bullets,33
poesi,poesie,poetry,33
puzzleteil,puzzleteil,jigsaw piece,33
raffelhusch,raffelhüschen,raffle panties,33
ratselwerk,rätselwerk,puzzle,33
reflexart,reflexartig,reflexively,33
regenbogenflagg,regenbogenflagge,rainbow flag,33
regga,reggae,reggae,33
rekordeinbruch,rekordeinbruch,record break,33
rengeling,rengeling,"cited: <g id=""2"">processor</g> in rengeling/middeke/gellermann",33
reporterin,reporterin,reporter,33
ribi,ribi,ribi,33
roulett,roulett,roulette,33
sator,sator,vacuum cleaner sator clen,33
schadensbegrenz,schadensbegrenzung,damage mitigation,33
schaffenskris,schaffenskrise,creative crisis,33
schnitz,schnitze,carve the ice,33
smalltalk,smalltalk,smalltalk,33
songwrit,songwriter,songwriter,33
sozialliberal,sozialliberale,social liberals,33
spektakularst,spektakulärste,most spectacular,33
spezialmask,spezialmasken,special masks,33
staucht,stauchte,upset,33
sterbestatist,sterbestatistik,finnish government death statistics,33
strafzoll,strafzölle,punitive duties were in the room,33
swip,swipe,swipe up,33
tfjfo,tfjfo,tfjfo,33
tigert,tigerte,"zachary paced back and forth in kat’s office, his face flushed with anger",33
todesrisiko,todesrisiko,reduced risk of death,33
torshalla,torshälla,torshälla,33
traktor,traktor,tractor,33
uckermark,uckermark,uckermark,33
unqualifiziert,unqualifizierte,unqualified,33
vana,vana,superior vena cava,33
veith,veith,"veith<g id=""2""> symposium</g>",33
verkleidet,verkleidet,sheet metal clad,33
verknotet,verknotet,knotted,33
versick,versickern,into the ground,33
verteilaktion,verteilaktion,thank you for helping out,33
vexierspiel,vexierspiel,puzzle game,33
virusgenomsequenz,virusgenomsequenzen,virus genome sequences,33
wettkampfort,wettkampfort,competition,33
